,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
428,428,The place of birth of Manoel de Oliveira is,The place of birth of the director of Belle Toujours is,Manoel de Oliveira,the director of Belle Toujours, Porto,2.3250613594427705e-05,2.1111045498400927e-05,3.4492848499212414e-05,2.381133526796475e-05,2.999759635713417e-05,4.804516265721759e-06,1.1299302059342153e-05,5.3653307986678556e-05,1.5388890460599214e-05,1.029436771204928e-05,4.8722184146754444e-05,1.0741755431808997e-05,6.943453172425507e-06,1.6470796253997833e-05,5.840673838974908e-05,2.3373073418042623e-05,3.1453269912162796e-05,9.65885010373313e-06,2.8538695460156305e-06,2.182290336349979e-05,1.624981996428687e-05,5.3577082326228265e-06,8.380537110497244e-06,2.8364447643980384e-06,2.0428438801900484e-05,8.387112757191062e-06,7.430897767335409e-06,3.102568371105008e-05,1.00157221822883e-05,1.59544033522252e-05,2.295863851031754e-05,4.576018909574486e-06,4.661661296267994e-05,6.6944153331860434e-06,9.323241101810709e-06,1.183565200335579e-05,3.178831093464396e-06,1.0204274076386355e-05,1.5010626157163642e-05,9.197309736919124e-06,9.105775689022266e-07,4.699550481745973e-05
429,429,The father of André Abujamra is,The father of the composer of Durval Discos is,André Abujamra,the composer of Durval Discos, Antônio Abujamra,1.0863532224902883e-06,1.421723936800845e-06,3.2956545510387514e-06,7.47647106891236e-07,1.4327205235531437e-06,1.8102361991623184e-06,3.763053427974228e-06,1.1034774615836795e-05,8.801328021945665e-07,1.1844330174426432e-06,3.3308078855043277e-06,3.220323833375005e-06,8.479102007186157e-07,1.7083069678847096e-06,9.620393939258065e-06,1.0636752449499909e-05,4.5351357584877405e-06,3.797327678967122e-07,3.1066085739439586e-06,1.1124174079668592e-06,2.678161990843364e-06,2.615468929434428e-06,1.310345282945491e-06,2.6503130357014015e-06,2.2306076061795466e-06,1.886793796757047e-07,4.88584248614643e-07,2.2047088350518607e-06,5.685148494194436e-07,1.317976625614392e-06,8.004461165000976e-07,7.573165134999726e-07,3.0676751521241385e-06,1.81727273229626e-06,1.346422141068615e-05,4.3348536564735696e-06,1.6730033394196653e-06,3.559542165021412e-06,1.100939925890998e-06,2.80663311968965e-06,3.7188510759733617e-06,3.596010628825752e-06
430,430,"The date of birth of Alexandra, Countess of Frederiksborg is",The date of birth of the mother of Prince Nikolai of Denmark is,"Alexandra, Countess of Frederiksborg",the mother of Prince Nikolai of Denmark, 30 June 1964,0.0024989184457808733,0.001591889071278274,0.0034464984200894833,0.0015924187609925866,0.0026367036625742912,0.0010960032232105732,0.0025113741867244244,0.0018818584503605962,0.0015632661525160074,0.0011367652332410216,0.0031144286040216684,0.0025210308376699686,0.0016679897671565413,0.0014360783388838172,0.0034805757459253073,0.0022194096818566322,0.003995405975729227,0.003841026686131954,0.0005339557537809014,0.002516119973734021,0.0024735783226788044,0.002038711216300726,0.000992154935374856,0.0014696368016302586,0.0011349063133820891,0.0026244036853313446,0.0013191094622015953,0.003828830551356077,0.0023120304103940725,0.0017503577983006835,0.0017658788710832596,0.0009802341228350997,0.0021194838918745518,0.0015803431160748005,0.0024328813888132572,0.002421492477878928,0.0008561820723116398,0.0018241149373352528,0.0013612995389848948,0.0013037911849096417,0.0008144389721564949,0.0012555799912661314
431,431,The country of citizenship of Saladin is,The country of citizenship of the father of Al-Aziz Uthman is,Saladin,the father of Al-Aziz Uthman, Ayyubid dynasty,7.435525731125381e-06,7.38972039471264e-06,1.4048003322386649e-05,5.038297331338981e-06,1.0226476661046036e-05,9.705861884867772e-06,1.56534842972178e-05,1.3969293831905816e-05,6.985227173572639e-06,2.4220175873779226e-06,7.895091584941838e-06,1.0207783816440497e-05,1.0767384992504958e-05,4.763126071338775e-06,2.7019768822356127e-05,2.0358482288429514e-05,1.4543210454576183e-05,1.1142031326016877e-05,1.6334428210029728e-06,6.910255706316093e-06,7.288125289051095e-06,2.8494348498497857e-06,1.3832036529493053e-05,4.042392447445309e-06,7.886851562943775e-06,4.404176706884755e-06,3.3863495900732232e-06,6.105036845838185e-06,5.035961294197477e-06,9.984153621189762e-06,9.543834494252224e-06,5.819762918690685e-06,3.8554495404241607e-05,6.379510978149483e-06,1.9796380001935177e-05,1.0957014637824614e-05,6.141582161944825e-06,1.0957381164189428e-05,4.768647613673238e-06,3.83373435397516e-06,3.570737135305535e-06,7.99594636191614e-06
432,432,The place of birth of Emilio Azcárraga Vidaurreta is,The place of birth of the father of Emilio Azcárraga Milmo is,Emilio Azcárraga Vidaurreta,the father of Emilio Azcárraga Milmo, Tampico,0.00011698613525368273,0.00010514021414564922,0.00029188432381488383,0.00013384278281591833,0.00017289022798649967,6.416191172320396e-05,5.92180949752219e-05,0.0002715598966460675,0.00015945035556796938,1.7386773834004998e-05,0.0003648264682851732,0.0001612048363313079,5.605493061011657e-05,0.00016775004041846842,0.0003987584204878658,0.0001881312782643363,0.0003388148033991456,0.00010537789785303175,6.303353438852355e-05,0.00022578251082450151,6.300392124103382e-05,8.539979899069294e-05,8.997650729725137e-05,6.301121902652085e-05,9.995074651669711e-05,7.385603385046124e-05,6.956621655263007e-05,0.0004296892147976905,7.81095732236281e-05,6.857170956209302e-05,0.00021737502538599074,7.46159566915594e-05,0.00023616955149918795,8.96244528121315e-05,0.0002059045509668067,0.0001557278010295704,8.085295849014074e-05,0.0002096118696499616,8.882450492819771e-05,5.991348371026106e-05,2.8997006666031666e-05,9.538471203995869e-05
433,433,The cause of death of Jackson C. Frank is,The cause of death of the performer of Blues Run the Game is,Jackson C. Frank,the performer of Blues Run the Game, pneumonia,7.698354238527827e-06,4.504540265770629e-05,0.00021707663836423308,0.0001696845138212666,5.8859983255388215e-05,1.3081500583211891e-05,7.769597868900746e-05,4.0838043787516654e-05,3.240612568333745e-05,8.122592589643318e-06,0.0003732749028131366,1.767891262716148e-05,4.308191637392156e-05,0.00016835768474265933,8.41738874441944e-05,9.430312638869509e-05,0.00013340424629859626,1.562435136293061e-05,1.1449702469690237e-05,0.00014376838225871325,3.262145764892921e-05,6.448243220802397e-05,7.68988611525856e-05,8.729408727958798e-05,1.1613836250035092e-05,3.023287354153581e-05,2.3338956452789716e-05,0.00015807260933797807,3.927990474039689e-05,5.1904422434745356e-05,9.841812425293028e-05,5.072652129456401e-06,0.00011377209011698142,6.531451072078198e-05,8.149890345521271e-05,0.00022767834889236838,6.449101056205109e-05,0.0002724731166381389,0.0002239095192635432,1.3752541235589888e-05,1.4784429367864504e-05,5.2439121645875275e-05
434,434,The employer of Sir Georg Solti is,The employer of the spouse of Valerie Pitts is,Sir Georg Solti,the spouse of Valerie Pitts, Bavarian State Opera,3.800394551944919e-06,4.281622523194528e-07,4.1359322722200886e-07,2.71691050102163e-07,4.851850690101855e-07,3.234835332932562e-07,7.411325668726931e-07,7.584905006297049e-07,3.3520197462166834e-07,5.490733769875078e-07,6.325802246465173e-07,4.816316163669399e-07,2.398572291895107e-07,2.7880679454028723e-07,1.355464860353095e-06,1.0153169114346383e-06,1.1280211538178264e-06,4.7953290049918e-07,2.4428646838714485e-07,4.992181743546098e-07,5.605869546343456e-07,6.116758868301986e-07,4.213208910641697e-07,2.646147265750187e-07,3.157892081162572e-07,1.8783293853630312e-07,2.1919103687650932e-07,1.1762894018829684e-06,3.2139908512363036e-07,4.2915925746456196e-07,2.4469480308653146e-07,3.18493590611979e-07,9.56491362558154e-07,3.1063243000062357e-07,1.7300583010637638e-07,4.3057397647316975e-07,5.167116796656046e-07,2.0500452535543445e-07,9.782647794054355e-07,7.548460985162819e-07,5.414638621914492e-07,6.431795327443979e-07
435,435,The date of death of Henry Ford II is,The date of death of the father of Edsel Bryant Ford II is,Henry Ford II,the father of Edsel Bryant Ford II," September 29, 1987",0.006310777738690376,0.008912010118365288,0.016777850687503815,0.012001883238554,0.01333366148173809,0.003207271220162511,0.007334134075790644,0.010444942861795425,0.00956854596734047,0.0008364050881937146,0.022213628515601158,0.01909228228032589,0.0016269078478217125,0.013538672588765621,0.024975528940558434,0.012786813080310822,0.018295777961611748,0.028947126120328903,0.003835532581433654,0.021456031128764153,0.010834958404302597,0.007996059022843838,0.009308096021413803,0.010517755523324013,0.0025115127209573984,0.005845027044415474,0.008701454848051071,0.029080694541335106,0.006339911837130785,0.0033982761669903994,0.011599511839449406,0.0023352419957518578,0.0066239978186786175,0.008776502683758736,0.003978098277002573,0.014593372121453285,0.0035417170729488134,0.003379164030775428,0.01206375565379858,0.003029966028407216,0.0007956265471875668,0.008015679195523262
436,436,The country of citizenship of Clara Law is,The country of citizenship of the director of Autumn Moon is,Clara Law,the director of Autumn Moon, Australia,0.00023395496828015894,0.00026328317471779883,0.0002215121203335002,0.00016525360115338117,0.00021987856598570943,0.00013632704212795943,0.00020170716743450612,0.0002841247769538313,0.00015290170267689973,8.182314195437357e-05,0.00043508587987162173,0.00019297613471280783,8.896612416720018e-05,0.0005576591938734055,9.358218812849373e-05,0.00021866713359486312,8.030374738154933e-05,5.510691335075535e-05,0.0001065972464857623,0.00013453203428070992,0.0002429077576380223,9.001570288091898e-05,0.00028414392727427185,0.00012227630941197276,0.00035002929507754743,9.858790144789964e-05,0.00015966661158017814,0.00013054898590780795,0.00010641827248036861,7.566458953078836e-05,0.00010297862900188193,2.2605858248425648e-05,0.00014016951899975538,0.00014458423538599163,0.00011817754420917481,0.0007402501069009304,7.92550781625323e-05,0.0001120152446674183,0.0003752159245777875,0.0005088069010525942,5.124196468386799e-05,0.00015557617007289082
437,437,The place of birth of David Beaird is,The place of birth of the director of The Party Animal is,David Beaird,the director of The Party Animal, Shreveport,7.491503492929041e-05,0.0001967161224456504,0.000295586563879624,0.00017028972797561437,0.00016775765107013285,9.498231520410627e-05,7.65186850912869e-05,0.00016237495583482087,9.146621596300974e-05,8.186199556803331e-05,0.0002059707185253501,0.0001874053996289149,2.950666930701118e-05,0.00010257045505568385,0.0004956755437888205,0.0003070430248044431,0.00036535222898237407,0.00014209910295903683,3.099193054367788e-05,0.00022709887707605958,0.000130805405206047,6.239271169761196e-05,9.692824096418917e-05,3.239482612116262e-05,0.0004733026144094765,4.9201389629160985e-05,6.57771379337646e-05,0.0001520095393061638,7.852722774259746e-05,0.0001820429170038551,0.0002484279393684119,0.00010102804662892595,0.00028799331630580127,5.309250991558656e-05,6.413646042346954e-05,6.597777246497571e-05,5.5699856602586806e-05,5.41865338163916e-05,0.0002596857084427029,6.185964593896642e-05,4.47698294010479e-05,9.848718764260411e-05
438,438,Parveen Kumar was educated at,The director of Darra was educated at,Parveen Kumar,the director of Darra, Barts and The London School of Medicine and Dentistry,0.009376248344779015,0.002634401200339198,0.0030201650224626064,0.0023788190446794033,0.0030287569388747215,0.0025106300599873066,0.002986593870446086,0.003084541531279683,0.0025538906920701265,0.003442252054810524,0.002435936825349927,0.0018361941911280155,0.0023471536114811897,0.0016833344707265496,0.003838655073195696,0.003083478193730116,0.0027522870805114508,0.003247644752264023,0.0025636220816522837,0.0028274792712181807,0.0033042856957763433,0.001715980120934546,0.002059035236015916,0.002490874845534563,0.0021374630741775036,0.0013274139491841197,0.0014880145899951458,0.002493068343028426,0.0021859840489923954,0.0030014796648174524,0.00266572879627347,0.0035363712813705206,0.0036973978858441114,0.0029851682484149933,0.0035697591956704855,0.0018843887373805046,0.0024800763931125402,0.0019465823424980044,0.0021797816734761,0.0023784313816577196,0.0024759394582360983,0.003096266882494092
439,439,The place of death of Yesugei is,The place of death of the father of Temulin is,Yesugei,the father of Temulin, Khamag Mongol,2.445596919642412e-06,1.9182864434696967e-06,3.745470166904852e-06,2.5130523226835066e-06,1.3740558415520354e-06,6.703401709273749e-07,1.1899004448423511e-06,2.53794428317633e-06,9.912107543641469e-07,1.1478740589154768e-06,1.1415525477787014e-05,2.2655165139440214e-06,8.624199949736067e-07,1.3133238780937972e-06,1.9282922949059866e-05,4.826703388971509e-06,3.4845222671719966e-06,2.632317091411096e-06,1.3746570175499073e-06,1.4122869060884113e-06,2.068646608677227e-06,7.866805162848323e-07,2.454214154568035e-06,1.080689912669186e-06,1.587924089108128e-06,2.911002638938953e-07,6.572502115886891e-07,2.8254617063794285e-06,5.071749455964891e-07,3.2061839192465413e-06,1.4693588354930398e-06,9.265580729334033e-07,2.24091286327166e-06,7.276094038388692e-07,1.0679436854843516e-06,7.994680117917596e-07,4.483710540625907e-07,6.446214229072211e-07,1.0310230891263927e-06,9.792424862098414e-07,1.2875473487383715e-07,3.8898351704119705e-06
440,440,The date of death of Miklós Rózsa is,The date of death of the composer of The V.I.P.s is,Miklós Rózsa,the composer of The V.I.P.s, 27 July 1995,0.0008859281660988927,0.0008219372830353677,0.003426033305004239,0.0015522008761763573,0.0016890917904675007,0.00035616065724752843,0.0016772437375038862,0.000936641066800803,0.0005242060287855566,0.0004653720825444907,0.0017175207613036036,0.0010860172333195806,0.0011828811839222908,0.0004950301954522729,0.0033683397341519594,0.0018781885737553239,0.0029070978052914143,0.002418848918750882,0.00014372348960023373,0.0013618143275380135,0.0018379541579633951,0.001075846841558814,0.0006797260721214116,0.0002868003793992102,0.00045727856922894716,0.0017057666555047035,0.0005743050714954734,0.0020175280515104532,0.0013682646676898003,0.0013616547221317887,0.001257961499504745,0.0005214347038418055,0.001970436656847596,0.0010770007502287626,0.0014243806945160031,0.000982218305580318,0.0003896018897648901,0.0009385675075463951,0.0006446581683121622,0.0004018933104816824,0.0002875393838621676,0.0006461497978307307
441,441,Charles Taylor was educated at,The spouse of Jewel Taylor was educated at,Charles Taylor,the spouse of Jewel Taylor, Bentley College,0.0002533628430683166,0.00013395902351476252,0.00010522124648559839,6.906090857228264e-05,9.278693323722109e-05,0.00010669831681298092,0.00010173577175009996,6.41294609522447e-05,5.887042061658576e-05,9.801538544707e-05,5.74389414396137e-05,9.392241190653294e-05,0.0001322840980719775,4.9493264668853953e-05,6.743804988218471e-05,0.00012563556083478034,0.0001036280082189478,8.044626883929595e-05,5.331077045411803e-05,6.058646977180615e-05,0.00019408883235882968,4.510911458055489e-05,0.00011586476466618478,6.188660336192697e-05,7.770262891426682e-05,4.2306513932999223e-05,0.00016125831461977214,7.410913531202823e-05,6.676768680335954e-05,5.584582322626375e-05,6.37184057268314e-05,6.914207915542647e-05,7.948251732159406e-05,7.578777149319649e-05,2.8153897801530547e-05,3.0170614991220646e-05,0.00011001547682099044,8.870785677572712e-05,0.00011197444837307557,0.00014498662494588643,6.818585825385526e-05,9.113151463679969e-05
442,442,The country of citizenship of Erik Magnus Staël von Holstein is,"The country of citizenship of the father of Hedvig Gustava Albertina, Baroness de Staël- Holstein is",Erik Magnus Staël von Holstein,"the father of Hedvig Gustava Albertina, Baroness de Staël- Holstein", Sweden,9.117770241573453e-05,6.039563231752254e-05,4.142038960708305e-05,3.879821815644391e-05,6.707254942739382e-05,1.78838108695345e-05,4.253807128407061e-05,5.743710426031612e-05,2.6946845537167974e-05,1.2349958524282556e-05,8.196138514904305e-05,5.256804433884099e-05,4.698065094999038e-05,7.544508116552606e-05,4.456348324310966e-05,7.723951421212405e-05,4.659502155845985e-05,1.72615546034649e-05,6.597465926461155e-06,2.2822552637080662e-05,7.423148053931072e-05,3.3467760658822954e-05,7.517677295254543e-05,1.4929981261957437e-05,2.8160358851891942e-05,1.5954447007970884e-05,2.2734375306754373e-05,3.09944007312879e-05,3.388476761756465e-05,2.0300745745771565e-05,3.870159343932755e-05,1.425877599103842e-05,4.764230106957257e-05,1.939558205776848e-05,5.2263807447161525e-05,6.360538100125268e-05,1.444578720111167e-05,6.825298623880371e-05,3.335823566885665e-05,6.529362144647166e-05,1.5970230379025452e-05,5.3266892791725695e-05
443,443,Bjørn Helland-Hansen was educated at,The father of Eigil Helland-Hansen was educated at,Bjørn Helland-Hansen,the father of Eigil Helland-Hansen, University of Oslo,0.008159962482750416,0.005138299893587828,0.007090769708156586,0.004890980664640665,0.006608403753489256,0.008648155257105827,0.005535605829209089,0.005737547297030687,0.004181310068815947,0.004861972760409117,0.0061084916815161705,0.004264120943844318,0.004589501302689314,0.004523603245615959,0.0032616977114230394,0.004068905487656593,0.004230613820254803,0.00474883895367384,0.005223812069743872,0.003544724080711603,0.008006340824067593,0.003200976410880685,0.0030344424303621054,0.006997459568083286,0.005989485420286655,0.0023999130353331566,0.005111348815262318,0.005778713151812553,0.00628418056294322,0.002677709562703967,0.005948925856500864,0.004416979383677244,0.005312431138008833,0.005237609148025513,0.009629454463720322,0.004738646559417248,0.007001912221312523,0.008551117032766342,0.007818310521543026,0.006613482255488634,0.007436733227223158,0.0052405064925551414
444,444,The place of birth of Kaari Utrio is,The place of birth of the spouse of Kai Linnilä is,Kaari Utrio,the spouse of Kai Linnilä, Helsinki,2.2620322397415293e-06,2.1202395146247e-06,4.725518920167815e-06,4.2869783101195935e-06,3.95887309423415e-06,3.13658574668807e-07,1.490737531639752e-06,3.4988393053936306e-06,2.791550741676474e-06,4.179850350283232e-07,1.9179315131623298e-05,2.2923202322999714e-06,1.4221168385120109e-06,5.437544587039156e-06,1.0145232408831362e-05,1.6261280961771263e-06,7.530755738116568e-06,1.1831613164758892e-06,1.7247947425858e-07,8.620288099336904e-06,1.4604121361116995e-06,1.3203574553699582e-06,8.76383637660183e-07,5.836780587742396e-07,8.344968591700308e-07,1.4288173133536475e-06,4.6461028091471235e-07,1.2188607797725126e-05,4.242642717144918e-06,2.8369927349558566e-06,2.7547023364604684e-06,1.1098551340182894e-06,8.820299626677297e-06,1.1017797305612476e-06,2.866693648684304e-06,6.234567081264686e-06,1.2236627071615658e-06,1.9602514385042014e-06,8.820174457468966e-07,1.2238193676239462e-06,1.8100118381880748e-07,3.550331484802882e-06
445,445,The date of birth of Lord Henry FitzGerald is,The date of birth of the father of Henry William FitzGerald-de Ros is,Lord Henry FitzGerald,the father of Henry William FitzGerald-de Ros, 30 July 1761,0.0019513304578140378,0.0022877901792526245,0.007238125894218683,0.002912476658821106,0.0037802662700414658,0.0017454520566388965,0.003916533198207617,0.0038190896157175303,0.0026464848779141903,0.0011115132365375757,0.004707754589617252,0.004256553016602993,0.002242374699562788,0.002766919555142522,0.008069202303886414,0.004187608137726784,0.005438592750579119,0.006681930739432573,0.001426805043593049,0.0034705449361354113,0.00420299032703042,0.0031178779900074005,0.001997918589040637,0.0023177287075668573,0.0013184689451009035,0.005389699246734381,0.0024909120984375477,0.008027826435863972,0.0027368536684662104,0.002331486903131008,0.004013199359178543,0.0011107595637440681,0.0037394717801362276,0.0023351681884378195,0.0021527574863284826,0.004226505756378174,0.0009833171498030424,0.0021545090712606907,0.001208266243338585,0.0016324870521202683,0.0009868022752925754,0.0024875460658222437
446,446,The date of birth of B.J. Annis is,The date of birth of the father of Teddy Hart is,B.J. Annis,the father of Teddy Hart, 1947,0.00013508531264960766,0.00017684085469227284,0.00024576426949352026,0.00021050634677521884,0.0002877220103982836,5.250775211607106e-05,0.000387698644772172,0.00024270787253044546,0.0001405525836162269,7.418567838612944e-05,0.00017750145343597978,0.00013081239012535661,9.235015750164166e-05,0.00020186234905850142,0.0013272259384393692,0.00030559574952349067,0.0002636430144775659,0.00034983560908585787,3.091197140747681e-05,0.00023458381474483758,0.0002834746555890888,0.00010662417480489239,0.00029053076286800206,0.00010340366134187207,0.00016072826110757887,0.0003391719073988497,0.00014035232015885413,0.0004907685215584934,0.0001089006764232181,0.00043539926991797984,0.00012671675358433276,1.4904336239851546e-05,0.0002781006332952529,0.00018770263704936951,4.199664181214757e-05,0.00048400770174339414,5.99898376094643e-05,8.337971667060629e-05,0.00017921342805493623,9.557618614053354e-05,3.4658991353353485e-05,0.00021250433928798884
447,447,The date of death of Karl Anton is,"The date of death of the father of Leopold, Prince of Hohenzollern is",Karl Anton,"the father of Leopold, Prince of Hohenzollern", 2 June 1885,0.0011246373178437352,0.0016141347587108612,0.005376810673624277,0.0018897027475759387,0.0031431708484888077,0.001094325096346438,0.0036919633857905865,0.002303491346538067,0.0010256891837343574,0.000851519638672471,0.004469144158065319,0.002832412486895919,0.001082416856661439,0.0012658473569899797,0.007158020976930857,0.004756416194140911,0.004985610954463482,0.0038297756109386683,0.0006037538987584412,0.0013413714477792382,0.0031195844057947397,0.0027560540474951267,0.0008281742339022458,0.0011081709526479244,0.0004339792940299958,0.00290430779568851,0.0008919005049392581,0.004409424960613251,0.001475943485274911,0.0024962236639112234,0.003008222207427025,0.00043833075324073434,0.002777827437967062,0.0011271184775978327,0.004015185404568911,0.0032996786758303642,0.000735417939722538,0.0011109290644526482,0.0019593127071857452,0.0007067919359542429,0.0004126023850403726,0.0016785828629508615
448,448,The place of birth of Gu Changwei is,The place of birth of the director of And the Spring Comes is,Gu Changwei,the director of And the Spring Comes, Xi'an,0.0001107030184357427,5.274166596791474e-06,4.141566023463383e-06,3.737737415576703e-06,2.8721674425469246e-06,3.3045412237697747e-06,2.5293675207649358e-06,5.109591256768908e-06,2.1139280761417467e-06,7.448948053934146e-06,4.973999693902442e-06,3.74024693883257e-06,1.8459369357515243e-06,2.9914110655226978e-06,9.98799987428356e-06,5.618236627924489e-06,4.546901436697226e-06,3.284126023572753e-06,1.6697902083251392e-06,2.8910346827615285e-06,2.027499704126967e-06,1.7147950757134822e-06,3.299974196124822e-06,1.2364725989755243e-06,3.1375125217891764e-06,2.5586150513845496e-06,4.356008503236808e-06,4.55414192401804e-06,1.8502220200389274e-06,5.125354164192686e-06,2.758778464340139e-06,2.4132987164193764e-06,3.958663455705391e-06,2.0833506368944654e-06,7.54215534470859e-07,1.9735723526537186e-06,1.8413314819554216e-06,1.618313831386331e-06,3.0614689876529155e-06,3.7389313547464553e-06,2.7590069748839596e-06,8.427306966041215e-06
449,449,The place of burial of Augusta Mary Minna Catherine Lyons is,The place of burial of the mother of Lady Philippa Stewart is,Augusta Mary Minna Catherine Lyons,the mother of Lady Philippa Stewart, Fitzalan Chapel,4.899316650153196e-07,1.295145693802624e-06,5.956571840215474e-07,5.39405675681337e-07,7.172070581873413e-07,2.437686532630323e-07,4.145274203892768e-07,1.3426783880277071e-06,6.57575753848505e-07,1.322635512224224e-07,4.331434411142254e-06,1.338549282081658e-06,2.8538408969325246e-07,8.81357323123666e-07,2.859594815163291e-06,2.4054709228948923e-06,2.924866521425429e-06,3.888621336045617e-07,2.749294196746632e-07,1.1141519280499779e-06,6.809592036916001e-07,2.557870857344824e-07,1.1907270192068609e-07,5.580387210102344e-07,5.585403073382622e-07,4.430209799011209e-07,3.577664529075264e-07,7.663157930437592e-07,3.881104930769652e-07,4.4068471538594167e-07,6.56484132832702e-07,8.179955557352514e-07,8.025067472772207e-07,3.2204772537625104e-07,1.346808602420424e-07,3.2432262742077e-07,2.3434535023625358e-07,1.1784653963786695e-07,1.3335572930373019e-06,8.573392733524088e-07,1.8047030891921167e-07,1.228461087521282e-06
450,450,The date of birth of Shakespeare is,The date of birth of the father of Susanna Hall is,Shakespeare,the father of Susanna Hall, 1564,0.0043353005312383175,0.0016222341218963265,0.00439339829608798,0.002216976834461093,0.002146925777196884,0.0009993890998885036,0.00408845255151391,0.0019068086985498667,0.0013068190310150385,0.0014036318752914667,0.0021874909289181232,0.0014561880379915237,0.0016195876523852348,0.0017983948346227407,0.005270109977573156,0.0029954395722597837,0.00403499836102128,0.0031902133487164974,0.0007611051551066339,0.0023005036637187004,0.0030956885311752558,0.0017559720436111093,0.0017816202016547322,0.001046304707415402,0.0008651471580378711,0.004588927607983351,0.0014636664418503642,0.0032874566968530416,0.0015327214496210217,0.0032575330697000027,0.0021529672667384148,0.0006741489050909877,0.003649021964520216,0.0017780631314963102,0.0023770167026668787,0.003847724525257945,0.0007164902635850012,0.00242414022795856,0.0016974358586594462,0.0011469656601548195,0.00045413553016260266,0.0015868553891777992
451,451,The country of citizenship of Madleen Kane is,The country of citizenship of the performer of You Can is,Madleen Kane,the performer of You Can, Sweden,8.942307431425434e-06,2.8560914870467968e-05,2.1867019313503988e-05,1.8121845641871914e-05,3.6715384339913726e-05,9.8180671557202e-06,2.5699115212773904e-05,2.648010377015453e-05,1.2073174730176106e-05,5.5344025895465165e-06,2.9740691388724372e-05,2.0931802282575518e-05,2.016791404457763e-05,2.0566361854434945e-05,1.4365259630721994e-05,3.5827233659802005e-05,1.2165259249741212e-05,6.301338999037398e-06,5.970325219095685e-06,1.0150693924515508e-05,2.6420375434099697e-05,2.6334306312492117e-05,3.080480746575631e-05,4.207946403766982e-06,1.8561539036454633e-05,6.790039151383098e-06,8.00187171989819e-06,1.8984608686878346e-05,7.91023103374755e-06,9.551836228638422e-06,1.2862988114648033e-05,2.545671577536268e-06,2.419832526356913e-05,8.916827027860563e-06,1.292259639740223e-05,2.986180697917007e-05,5.4227866712608375e-06,2.050013245025184e-05,2.742288234003354e-05,2.5481140255578794e-05,6.173604560899548e-06,2.335198769287672e-05
452,452,The place of death of Richard L. Bare is,The place of death of the director of Hurricane at Pilgrim Hill is,Richard L. Bare,the director of Hurricane at Pilgrim Hill, Newport Beach,1.8961950445373077e-06,5.350583251129137e-06,4.677222023019567e-06,4.963850187778007e-06,9.710979611554649e-06,9.086458589990798e-07,8.077372513071168e-07,1.412960500601912e-05,5.97749976805062e-06,2.0218210465827724e-06,1.2696806152234785e-05,2.471650532243075e-06,2.4989110443129903e-06,5.689716090273578e-06,1.0098252460011281e-05,9.134383617492858e-06,1.3818625120620709e-05,4.409418124851072e-06,5.169218866285519e-07,1.309384242631495e-05,3.89231763620046e-06,1.1839637181765283e-06,1.136530386247614e-06,7.0657038122590166e-06,1.8445687601342797e-05,1.056771452567773e-06,2.1651649149134755e-06,1.7029060472850688e-05,2.8573122108355165e-06,5.613139819615753e-06,2.899182163673686e-06,1.6950859844655497e-06,7.345066023844993e-06,3.05594903693418e-06,5.938016442996741e-07,1.3142123407305917e-06,3.1545766887575155e-06,2.205781129305251e-06,1.1729398465831764e-05,4.279495897208108e-06,5.878038678019948e-07,1.1547985195647925e-05
